rank;name;headquarter;category;description;link;year;plz;kanton;lan;lon
95;imperix SA;Sion;Cleantech;Advanced power conversion solutions;https://www.top100startups.swiss/imperix;2015;1950;VS;7.354727167;46.22725387
96;Frontify AG;St. Gallen;ICT;The platform for building powerful brand experience;https://www.top100startups.swiss/Frontify;2015;9012;SG;9.363594618;47.40957391
97;KB Medical SA ;Lausanne;Medtech;Robotic system for spinal surgery;https://www.top100startups.swiss/KB;2015;1011;VD;6.643319582;46.52555634
98;Helmedica AG;Winterthur;ICT;Mobile electronic health record for documentation and management of patient information;https://www.top100startups.swiss/helmedica;2015;8405;ZH;8.776009743;47.47804737
99;Meteomatics GmbH;St. Gallen;ICT;Weather data processing;https://www.top100startups.swiss/Meteomatics;2015;9012;SG;9.363594618;47.40957391
100;PharmAlp SA;Conthey;Biotech;Develop and market products of natural origin backed-up by sound-science;https://www.top100startups.swiss/PharmAlp;2015;1964;VS;7.302953875;46.22136355
1;InSphero AG;Schlieren;Biotech;Market leader in 3D cell culture;https://www.top100startups.swiss/InSphero;2014;8952;ZH;8.449001596;47.39503416
2;L.E.S.S. SA;Renens;Cleantech;Nano active fiber lighting systems;https://www.top100startups.swiss/LESS;2014;1020;VD;6.589670167;46.53527951
3;Abionic SA;Epalinges;Medtech;The revolutionary in vitro diagnostic point-of-care platform;https://www.top100startups.swiss/Abionic;2014;1066;VD;6.668508946;46.55070386
4;HouseTrip SA ;London;ICT;Online marketplace for holiday rentals.;https://www.top100startups.swiss/HouseTrip;2014;#NV;#NV;#NV;#NV
5;QualySense AG;Glattbrugg;Engineering;Sorting robot for grains, seeds and beans;https://www.top100startups.swiss/QualySense;2014;8152;ZH;8.562910786;47.43319518
6;Bcomp AG;Fribourg;Cleantech;Superior products from natural fibers;https://www.top100startups.swiss/Bcomp;2014;1700;FR;7.163625853;46.80665808
7;Climeworks AG;ZÃ¼rich;Cleantech;Capturing CO2 from air;https://www.top100startups.swiss/Climeworks;2014;8002;ZH;8.532739248;47.36007156
8;joiz AG;ZÃ¼rich;ICT;This television station, which links the world of TV with Web 2.0 and targets viewers between the ages of 15 and 35, has gotten off to a good start.;https://www.top100startups.swiss/joiz;2014;8002;ZH;8.532739248;47.36007156
9;TrekkSoft AG;Interlaken;ICT;SaaS solution for tour and activity companies;https://www.top100startups.swiss/TrekkSoft;2014;3800;BE;7.865961168;46.68673793
10;Dacuda AG ;ZÃ¼rich;ICT;Scanning redefined;https://www.top100startups.swiss/Dacuda;2014;8002;ZH;8.532739248;47.36007156
11;Glycemicon AG;Brugg;Biotech;Managing blood glucose levels;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498;2014;5200;AG;8.211196526;47.48639705
12;Kandou Bus SA;Lausanne;Engineering;Low power consumption chip connections;https://www.top100startups.swiss/Kandou;2014;1011;VD;6.643319582;46.52555634
13;Sophia Genetics SA;Lausanne;Biotech;Democratizing Data-Driven Medicine;https://www.top100startups.swiss/Sophia;2014;1011;VD;6.643319582;46.52555634
14;ProteoMediX AG;Schlieren;Biotech;Markers for prostate cancer;https://www.top100startups.swiss/ProteoMediX;2014;8952;ZH;8.449001596;47.39503416
15;senseFly SA ;Lausanne;Robotics;Smart flying cameras;https://www.top100startups.swiss/senseFly;2014;1011;VD;6.643319582;46.52555634
16;Uepaa AG;ZÃ¼rich;ICT;The industry-leading Safety and Proximity Expert;https://www.top100startups.swiss/Uepaa;2014;8002;ZH;8.532739248;47.36007156
17;Teralytics AG;ZÃ¼rich;ICT;Turning complex data into valuable information;https://www.top100startups.swiss/Teralytics;2014;8002;ZH;8.532739248;47.36007156
18;On AG;Zollikon;Engineering;Introducing zero-gravity running;https://www.top100startups.swiss/On;2014;8702;ZH;8.578324118;47.33995141
19;Sherpany AG;ZÃ¼rich;ICT;Productive leadership meetings;https://www.top100startups.swiss/Sherpany;2014;8002;ZH;8.532739248;47.36007156
20;flatev AG;ZÃ¼rich;Foodtech;Reinventing the Future of Snacks at the tip of a button;https://www.top100startups.swiss/flatev;2014;8002;ZH;8.532739248;47.36007156
21;Advanced Osteotomy Tools - AOT AG;Basel;Medtech;Cutting bones with laser;https://www.top100startups.swiss/AOT;2014;4051;BS;7.586450708;47.55404534
22;SamanTree Medical SA;Lausanne;Medtech;Solution helping surgeons to check complete tumor removal;https://www.top100startups.swiss/SamanTree;2014;1011;VD;6.643319582;46.52555634
23;Recommerce AG;Rotkreuz;ICT;Buys, repairs and resells mobile phones, tablets and iPods;https://www.top100startups.swiss/recommerce;2014;6343;ZG;8.451044791;47.14458018
24;Coople (Schweiz) AG ;ZÃ¼rich;ICT;Internet platform for the efficient management of short notice and short-term work assignments;https://www.top100startups.swiss/Coople;2014;8002;ZH;8.532739248;47.36007156
25;Mila AG ;Zurich;ICT;Marketplace for local and trusted services;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5346;2014;8001;ZH;8.541734555;47.37208749
26;1Drop Diagnostics SÃ rl;Neuchatel;Medtech;Saving lives through better and faster portable medical diagnostics;https://www.top100startups.swiss/1Drop;2014;2000;NE;6.941331265;46.98844504
27;Bluetector AG;Root;Cleantech;Manure Treatment;https://www.top100startups.swiss/Bluetector;2014;6037;LU;8.392787919;47.1113473
28;DAHU Sports Company Ltd.;Fribourg;Engineering;Innovative ski boots / a game changer for the whole industry;https://www.top100startups.swiss/DAHU;2014;1700;FR;7.163625853;46.80665808
29;HYT SA;Neuchatel;Engineering;The hydro mechanical horlogists;https://www.top100startups.swiss/HYT;2014;2000;NE;6.941331265;46.98844504
30;Lightbend SÃ rl (Typesafe);Lausanne;ICT;Scala programming language;https://www.top100startups.swiss/Lightbend;2014;1011;VD;6.643319582;46.52555634
31;CodeCheck AG;ZÃ¼rich;ICT;Shopping assistant for a conscious lifestyle;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7520;2014;8002;ZH;8.532739248;47.36007156
32;Loop Medical SA;Lutry;Medtech;Loop is developing a painless blood collection technology;https://www.top100startups.swiss/Loop;2014;1095;VD;6.688061293;46.48754844
33;Scope Content AG;ZÃ¼rich;ICT;The new generation of news aggregator a unique semantic text analysis engine;https://www.top100startups.swiss/scope;2014;8002;ZH;8.532739248;47.36007156
34;AgriCircle AG;Rapperswil SG;Foodtech;Digital agronomy for regenerative carbon farming;https://www.top100startups.swiss/AgriCircle;2014;8640;SG;8.818843765;47.22502045
35;Lunaphore Technologies SA;Tolochenaz;Medtech;Tumor analysis platform;https://www.top100startups.swiss/Lunaphore;2014;1131;VD;6.492087528;46.48490786
36;faceshift AG (acquired by Apple);Cupertino, California;ICT;Technology for facial expression recognition to enact virtual characters in real-time.;https://www.top100startups.swiss/faceshift;2014;#NV;#NV;#NV;#NV
37;BugBuster SÃ rl (acquired by AppDynamics);Ecublens;ICT;Bug Buster offers a fully automated and easy to use software testing solution for Web applications;https://www.top100startups.swiss/BugBuster;2014;1024;VD;6.55861492;46.52883079
38;CALCISCON AG;Nidau;Biotech;Products for Calcification Medicine;https://www.top100startups.swiss/CALCISCON;2014;2560;BE;7.240899267;47.1243639
39;CleanGreens Solutions SA;Molondin;Foodtech;Innovative farming solutions;https://www.top100startups.swiss/CleanGreens;2014;1415;VD;6.747802463;46.76309741
40;Attrackting AG;Biel/Bienne;ICT;Kaddz â€“ the intelligent cat collar.;https://www.top100startups.swiss/Attrackting;2014;2502;BE;7.247254526;47.14889206
41;ActLight SA;Ecublens;Engineering;Developing high performance photodetectors for mobile applications;https://www.top100startups.swiss/ActLight;2014;1024;VD;6.55861492;46.52883079
42;mySwissChocolate AG ;Pfäffikon;Foodtech;Send a personalized gift around the world;https://www.top100startups.swiss/mySwissChocolate;2014;8330;ZH;8.791359555;47.37005775
43;ParkU AG;ZÃ¼rich;ICT;ParkU - The Parking App;https://www.top100startups.swiss/ParkUAG;2014;8002;ZH;8.532739248;47.36007156
44;Nezasa AG;ZÃ¼rich;ICT;Technology solutions for the travel trade;https://www.top100startups.swiss/Nezasa;2014;8002;ZH;8.532739248;47.36007156
45;NBE-Therapeutics LLC ;Basel;Biotech;Antibody-based NBEs;https://www.top100startups.swiss/NBE-Therapeutics;2014;4051;BS;7.586450708;47.55404534
46;Leman Micro Devices SA;Lausanne;Engineering;Medically accurate health sensing for all mobile devices;https://www.top100startups.swiss/Leman;2014;1011;VD;6.643319582;46.52555634
47;Malcisbo AG;Schlieren;Biotech;Platform to identify carbohydrate targets in pathogenic organisms;https://www.top100startups.swiss/Malcisbo;2014;8952;ZH;8.449001596;47.39503416
48;greenTEG AG;ZÃ¼rich;Cleantech;greenTEG is a profitable thermal sensor company with a scalable technology and a large growth opportunity in wearables;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7324;2014;8002;ZH;8.532739248;47.36007156
49;Scandit AG;ZÃ¼rich;ICT;Smart Data Capture;https://www.top100startups.swiss/Scandit;2014;8002;ZH;8.532739248;47.36007156
50;SwissLitho AG (acquired by Heidelberg Instruments);ZÃ¼rich;Engineering;A novel technology for nanofabrication;https://www.top100startups.swiss/SwissLitho;2014;8002;ZH;8.532739248;47.36007156
51;ScanTrust SA;Lausanne;ICT;Protection from counterfeiting;https://www.top100startups.swiss/ScanTrust;2014;1011;VD;6.643319582;46.52555634
52;Visionarity AG;Basel;Cleantech;Leveraging technology and education to promote solutions that conserve nature and help achieve sustainability.;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7508;2014;4051;BS;7.586450708;47.55404534
53;RealLook AG (Selfnation);ZÃ¼rich;ICT;Perfectly fitting trousers;https://www.top100startups.swiss/selfnation;2014;8002;ZH;8.532739248;47.36007156
54;Distalmotion SA;Epalinges;Medtech;Making Sense of Robotic Surgery;https://www.top100startups.swiss/DistalMotion;2014;1066;VD;6.668508946;46.55070386
55;SWISSto12 SA;Renens;Engineering;Disruptive antenna systems for the telecoms industry.;https://www.top100startups.swiss/SWISSto12;2014;1020;VD;6.589670167;46.53527951
56;Politnetz AG;ZÃ¼rich;ICT;Closely related idea of using Web 2.0 for politics;https://www.top100startups.swiss/Politnetz;2014;8002;ZH;8.532739248;47.36007156
57;Creoptix AG;Wädenswil;Biotech;Optical instruments and consumables for label-free biochemical sensing;https://www.top100startups.swiss/Creoptix;2014;8820;ZH;8.65959802;47.22388408
58;urbanpeople.com AG;ZÃ¼rich;ICT;URBANPEOPLE.COM ist die grÃ¶sste urbane Online Shopping Mall der Schweiz.;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5952;2014;8002;ZH;8.532739248;47.36007156
59;UrbanFarmers AG;ZÃ¼rich;Cleantech;Urban farms in acant urban areas to provide organic, healthy and local food to its communities;https://www.top100startups.swiss/UrbanFarmers;2014;8002;ZH;8.532739248;47.36007156
60;Anokion SA;Ecublens;Biotech;Promoting IMMUNE TOLERANCE, ameliorating disease;https://www.top100startups.swiss/Anokion;2014;1024;VD;6.55861492;46.52883079
61;CAScination AG;Bern;Medtech;Image-guided liver surgeries;https://www.top100startups.swiss/CAScination;2014;3004;BE;7.450025042;46.97530372
62;Relish Brothers AG;Sempach Station;Engineering;Swiss premium guitars;https://www.top100startups.swiss/Relish;2014;6203;LU;8.200561689;47.11719749
63;MindMaze SA;Lausanne;Medtech;Bringing real emotion to virtual reality;https://www.top100startups.swiss/MindMaze;2014;1011;VD;6.643319582;46.52555634
64;DomoHealth;Lausanne;ICT;End-to-end SaaS solution to monitor patientâ€™s health at home;https://www.top100startups.swiss/DomoHealth;2014;1011;VD;6.643319582;46.52555634
65;rqmicro AG;Schlieren;Biotech;Ultra-rapid detection of pathogenic microorganisms;https://www.top100startups.swiss/rqmicro;2014;8952;ZH;8.449001596;47.39503416
66;Amphasys AG;Root D4;Engineering;Single cell analysis based on impedance flow cytometry;https://www.top100startups.swiss/Amphasys;2014;6039;LU;8.373303162;47.10311738
67;Cosibon AG;Zug;ICT;Developing a mobile application where the customer handles all his shopping;https://www.top100startups.swiss/Cosibon;2014;6300;ZG;8.503484562;47.16850232
68;Klazz (Language Travel Reinvented AG);ZÃ¼rich;ICT;Klazz is a language travel platform, we're directly matching students with freelance teachers abroad.;https://www.top100startups.swiss/Klazz;2014;8002;ZH;8.532739248;47.36007156
69;Aeon Scientific AG;Schlieren;Medtech;Electromagnetic guidance of medical instruments in the human body;https://www.top100startups.swiss/Aeon;2014;8952;ZH;8.449001596;47.39503416
70;Swisstom AG ;Landquart;Medtech;Medical devices to monitor the lung and heart function of patients;https://www.top100startups.swiss/Swisstom;2014;7302;GR;9.577188353;46.96162552
71;Imina Technologies SA;Lausanne;Engineering;World's smallest commercial nanomanipulators;https://www.top100startups.swiss/Imina;2014;1011;VD;6.643319582;46.52555634
72;Fastree3D SA;Ecublens;Engineering;The worldâ€™s fastest, safest, programmable imaging chip;https://www.top100startups.swiss/Fastree3D;2014;1024;VD;6.55861492;46.52883079
73;everyglobe AG;ZÃ¼rich;ICT;Contemporary Online Travel Company.;https://www.top100startups.swiss/everyglobe;2014;8002;ZH;8.532739248;47.36007156
74;PIQUR Therapeutics AG;Basel;Biotech;Developing and commercializing personalized cancer medicines;https://www.top100startups.swiss/PIQUR;2014;4051;BS;7.586450708;47.55404534
75;Apidel SA;Geneva;Biotech;Vanguard of Drug Delivery.;https://www.top100startups.swiss/Apidel;2014;1208;GE;6.167579743;46.19844394
76;Qvanteq AG;ZÃ¼rich;Medtech;Novel stent technologies to address and overcome clinical shortcomings;https://www.top100startups.swiss/Qvanteq;2014;8002;ZH;8.532739248;47.36007156
77;Bluebox Shop AG (Amorana.ch);Glattbrugg;ICT;Swiss online shop for erotic and lifestyle products;https://www.top100startups.swiss/amorana;2014;8152;ZH;8.562910786;47.43319518
78;imperix SA;Sion;Cleantech;Advanced power conversion solutions;https://www.top100startups.swiss/imperix;2014;1950;VS;7.354727167;46.22725387
79;Faveeo;GenÃ¨ve;ICT;The first Trusted Content Platform : filtering the most reliable, meaningful content to help brands  drive online engagement at scale.;https://www.top100startups.swiss/Faveeo;2014;1201;GE;6.146916502;46.21074039
80;CoreMedica ;Monthey;Biotech;BioKaizen is a private company dedicated to the evualuation of Biomarkers of diseases.;https://www.top100startups.swiss/BioKaizen;2014;1870;VS;6.897152414;46.23882604
81;CashSentinel SA;Lausanne;Fintech;Payment services provider for marketplaces;https://www.top100startups.swiss/CashSentinel;2014;1011;VD;6.643319582;46.52555634
82;Helmedica AG;Winterthur;ICT;Mobile electronic health record for documentation and management of patient information;https://www.top100startups.swiss/helmedica;2014;8405;ZH;8.776009743;47.47804737
83;Pix4D SA (acquired by Parrot);Lausanne;ICT;Automatically combine images from mobile cameras and create 2D and 3D models;https://www.top100startups.swiss/Pix4D;2014;1011;VD;6.643319582;46.52555634
84;Sanovation AG;Glattbrugg;ICT;App, which allows chronic pain patients to visualize their pain and to learn from others;https://www.top100startups.swiss/Sanovation;2014;8152;ZH;8.562910786;47.43319518
85;3BaysOver;Lausanne;ICT;The Professional Network for Travel.;https://www.top100startups.swiss/3BaysOver;2014;1011;VD;6.643319582;46.52555634
86;Numab Therapeutics AG;Wädenswil;Biotech;Innovates and develops antibody-based therapeutics;https://www.top100startups.swiss/Numab;2014;8820;ZH;8.65959802;47.22388408
87;Andrew Alliance SA ;Vernier;Medtech;Androids for liquid handling;https://www.top100startups.swiss/AndrewAlliance;2014;1214;GE;6.079550421;46.21390365
88;Coatmaster AG;Winterthur;Engineering;Measuring industrial coatings;https://www.top100startups.swiss/Coatmaster;2014;8405;ZH;8.776009743;47.47804737
89;THELKIN GmbH;Winterthur;Medtech;Characterization of orthopaedic implants and other medical devices;https://www.top100startups.swiss/THELKIN;2014;8405;ZH;8.776009743;47.47804737
90;Starmind International AG;Küsnacht;ICT;Making it easy to find the best expert within a company to solve a problem;https://www.top100startups.swiss/Starmind;2014;8700;ZH;8.589331924;47.32009913
91;compliant concept AG;Fehraltorf;Medtech;New solution for the therapy and prevention of pressure ulcers;https://www.top100startups.swiss/Compliant;2014;8320;ZH;8.750000375;47.38704552
92;Geosatis SA;Le Noirmont;Engineering;GPS ankle bracelet;https://www.top100startups.swiss/Geosatis;2014;2340;JU;6.943804949;47.21522387
