,name,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20,category_21,incorporated,long description,company_website,link
332,Designergy SA,Cleantech,Cleantech,Energy efficiency,Energy production,Renewable energy,Solar,Real estate and construction,,,,,,,,,,,,,,,September 2011,"Designergy commercializes an innovative building construction material that implements both solar (photovoltaic) energy exploitation and energy saving functions in a single element. This allows the end user to produce and sell pv energy with a disrupting shorter investment pay back time of a roof than state of the art roof and pv solutions while allowing highest building thermal efficiency and economy: in the end we transform a real estate asset, like a roof, from a cost factor into a profit -centre.On top of many start-up prizes the company has been awarded a funding through the Technology Fund of the Swiss Confederation (BAFU) in collaboration with the bank GKB.In 2016 the Watt d'Or and the Swissbau trade show have brought some Amazing impact with both an important and continuous raise of orders income and particularly of longer term negotiations.In 2017 we delivered in Barbengo the largest ( 1MWp - approx 7'000 sqm ) PV installation for AIL ( Aziende Industriali di Lugano ).http://www.designergy.ch/index/il-piu-grande-impianto-fotovoltaico-di-ail-realizzato-con-il-supermodulo-designergy/2017 is a third year in a row with a year over year sales growth ratio of more than 2 (>100% yearly growth rate) with all the benefits of Learning and scale economies stepping simultaneously in.2018: the budget foresees the achievement of the break even point with a turnover of approx. 4 Mio chf. We are presenting to the market several photovoltaic roofs solutions dedicated to the replacement of asbesto roofs, and new products for the facades of buildings. During july 2018 we install in Wallisellen a roof with supermodules 24.5 sqm big that simplify the installation procedure as much as possible ( as you can see in the following video: https://vimeo.com/280935210 )",http://www.designergy.ch,https://www.top100startups.swiss/Designergy
333,Abionic SA,Medtech,Diagnostics,,,,,,,,,,,,,,,,,,,,October 2010,"Abionic is a dynamic scale up company based in Switzerland, which is ideally positioned at the boundaries of medical technology, biotechnology and nanotechnology. As a spin-off from EPFL (Swiss Federal Institute of Technology Lausanne, Switzerland), Abionic uses the most advanced technology to supply health care professionals with a novel point-of-care diagnostic tool. Abionic therewith gives access to immediate results for various diseases, for example the fastest test for early sepsis detection.",http://www.abionic.com,https://www.top100startups.swiss/Abionic
334,TrekkSoft AG,ICT,Internet,Mobile,SaaS,,,,,,,,,,,,,,,,,,March 2010,"TrekkSoft is a leading online booking software provider that is transforming the tour and activity market with its constantly-evolving booking and payment solutions.A Swiss start-up founded in 2010, TrekkSoft is headquartered in Interlaken, Switzerland and has provided its software to clients in 125 countries. In February 2016, TrekkSoft signed a key partnership with the tourism board of Fjord Norway to take the Norwegian tour and activity market online.In November 2015, TrekkSoft acquired Acteavo, the Irish-based booking software company. One month later, in December 2015, TrekkSoft announced a partnership with Diviac, the online booking website for scuba holidays, to offer a one-stop solution for dive centers to manage bookings and increase online distribution.",https://www.trekksoft.com,https://www.top100startups.swiss/TrekkSoft
335,QualySense AG,Engineering,AgriTech,Applications,Cleantech,Big Data,Hightech,Food,Mechanics,Machine Learning / AI,Optics,Robotics,Sensors,Services for companies,Screening,,,,,,,,May 2010,"QualySense AG is disrupting the seed and grain market by pioneering the proprietary QSorter® technology. These world-unique robots are able to analyse and sort seeds and grains one by one up to 3’000 per second with respect to invisible quality parameters. Today, global leaders of the seed and food industry have adopted the QSorter® technology to automate quality inspection, to recover waste or to create premium products.",http://www.qualysense.com,https://www.top100startups.swiss/QualySense
336,ProteoMediX AG,Biotech,Biotech,Cancer,Diagnostics,,,,,,,,,,,,,,,,,,March 2010,"Proteomedix is a healthcare company whose mission is to transform prostate cancer diagnosis. The company has identified novel biomarker signatures with utility in prostate cancer diagnosis, prognosis and therapy management. The lead product Proclarix® is a blood based prostate cancer test panel and risk score currently available in Europe. Proteomedix is located in the Bio-Technopark of Zurich-Schlieren, Switzerland. For more information, visit www.proteomedix.com.",http://www.proteomedix.com,https://www.top100startups.swiss/ProteoMediX
337,faceshift AG (acquired by Apple),ICT,Software,,,,,,,,,,,,,,,,,,,,June 2012,faceshift allows users to drive virtual characters with their own facial expressions.The technology is used for rapid content production in the animation industry and as a novel communication metaphor in virtual worlds and social networks.,http://www.faceshift.com,https://www.top100startups.swiss/faceshift
338,On AG,Engineering,Consumer products,Sport,,,,,,,,,,,,,,,,,,,January 2010,Experience a new running performance in the all-new Cloud: incredibly light yet fully cushioned.,https://www.on-running.com,https://www.top100startups.swiss/On
339,Anokion SA,Biotech,,,,,,,,,,,,,,,,,,,,,March 2010,"Many therapeutic protein drugs are perceived by the body as foreign entities and are hence targeted for attack and clearance by the immune system, thus rendering treatment ineffective and potentially dangerous. Anokions platform immune tolerance technology harnesses the power of natural immune regulation by engineering therapeutic proteins to be perceived as self entities, thereby offering a means to reduce immunogenicity of existing therapeutics and further enable clinical translation of proteins previously thought to be too immunogenic for repeated use.Patients suffering from autoimmune diseases harbor immune cells that erroneously recognize naturally occurring self-proteins as foreign, causing tissue destruction and inflammation. The current therapeutic modality for treating such",https://anokion.com/,https://www.top100startups.swiss/Anokion
340,3BaysOver,ICT,Social networks,,,,,,,,,,,,,,,,,,,,August 2014,"3BaysOver is where the travel industry connects and does better business. While much of the transactional side of the industry has been brought online, most of the relationship side remains offline, making it difficult for travel companies to reach their full business potential. Existing social and professional networking sites are not the right solution.The industry needs a platform designed exclusively for its members and which meets their specific needs. Whether you are a supplier, tour operator, retail agent, tourism board or industry event, 3BaysOver is where you can manage trade relationships, source new business, share and access news, and increase your visibility with trade partners worldwide.3BaysOver is like an online, year-round version of your favourite trade show, without the cost and hassle.",,https://www.top100startups.swiss/3BaysOver
341,HYT SA,Engineering,Consumer products,Mechanics,Nano technologies,,,,,,,,,,,,,,,,,,December 2010,"Can you imagine tracing time's inexorable progress with liquid? Could you picture liquid under the dial of a watch? What seemed totally unthinkable, has new become reality. With hydromechanics, the hydromechanical Horologists are writing a new chapter in the saga of exceptional watchpieces. We now find two sworn enemies enclosed together in the same display case, with fluid being controlled by a watch movement.",http://www.hytwatches.com,https://www.top100startups.swiss/HYT
342,Bluetector AG,Cleantech,AgriTech,Cleantech,Water and wastewater,,,,,,,,,,,,,,,,,,February 2012,"In limited quantities manure is a valuable fertilizer. However, there is now so much manure that it has become a problem worldwide. Although much money has been invested in agritechnology, manure has been completely ignored. This changed a few weeks ago when the Cleantech Group for the first time analyzed the global market for manure and identified Bluetector as a possible technology leader. Bluetector has developed a low-cost process for the purely biological treatment of manure. The manure is simply turned into water. The treated water is ideal for irrigation. This is a perfect solution as water is becoming increasingly scarce for agricultural usage.",http://www.bluetector.com,https://www.top100startups.swiss/Bluetector
